carrier_group,reporting_airport,origin_destination,n_flights,n_cancelled,n_ge_3h,p_ge_3h,p_cancelled,avg_delay_min
easyJet,GATWICK,ISLE OF MAN,670,13,3.8722105200000003,0.005779418686567165,0.01903367496339678,17.282089552238805
Ryanair,STANSTED,FUNCHAL,164,2,0.94736844,0.005776636829268293,0.012048192771084338,9.451219512195122
British Airways,HEATHROW,NAPLES,691,2,3.9883731300000003,0.0057718858610709125,0.002886002886002886,20.303907380607814
Vueling,MANCHESTER,BARCELONA,504,6,2.90803376,0.005769908253968254,0.011764705882352941,12.88888888888889
Ryanair,GLASGOW,KRAKOW,156,3,0.9,0.0057692307692307696,0.018867924528301886,7.5
Wizz Air,LUTON,PLOVDIV,161,1,0.9285714100000001,0.005767524285714286,0.006172839506172839,10.055900621118013
easyJet,LUTON,PALMA DE MALLORCA,852,10,4.90682855,0.005759188438967136,0.01160092807424594,17.221830985915492
British Airways,HEATHROW,BALTIMORE,335,7,1.9292803,0.005759045671641792,0.02046783625730994,22.388059701492537
Ryanair,LEEDS BRADFORD,FARO,174,1,1.00000008,0.005747126896551724,0.005714285714285714,10.816091954022989
easyJet,EDINBURGH,ALICANTE,174,0,1.00000004,0.005747126666666666,0.0,17.810344827586206
Ryanair,STANSTED,MARRAKESH,688,2,3.95161235,0.005743622601744186,0.002898550724637681,22.024709302325583
Ryanair,STANSTED,PALMA DE MALLORCA,867,1,4.969072860000001,0.005731341245674741,0.001152073732718894,22.494809688581316
easyJet,BIRMINGHAM,GENEVA,346,1,1.9814816100000001,0.005726825462427746,0.002881844380403458,14.028901734104046
Virgin Atlantic Airways Ltd,MANCHESTER,ATLANTA,297,7,1.7000000000000002,0.005723905723905725,0.023026315789473683,9.875420875420875
British Airways,HEATHROW,BOSTON,1019,29,5.832127140000001,0.005723382865554466,0.02767175572519084,11.89793915603533
Royal Air Maroc,GATWICK,CASABLANCA MOHAMED V,350,1,2.00000016,0.005714286171428571,0.002849002849002849,23.814285714285713
easyJet,MANCHESTER,ANTALYA,350,3,2.0000000399999998,0.005714285828571428,0.0084985835694051,24.21142857142857
easyJet,GATWICK,ALMERIA,175,2,1.0000000199999999,0.005714285828571428,0.011299435028248588,11.005714285714285
Ryanair,STANSTED,RZESZOW,351,3,2.00000012,0.00569800603988604,0.00847457627118644,11.558404558404558
easyJet,GATWICK,OLBIA,334,3,1.9016396199999999,0.005693531796407185,0.008902077151335312,40.73353293413174
British Airways,GATWICK,JERSEY,703,8,3.99999999,0.005689900412517781,0.011251758087201125,7.362731152204836
Ryanair,LIVERPOOL (JOHN LENNON),SZCZECIN (GOLENOW),176,0,0.99999996,0.005681817954545454,0.0,14.352272727272727
easyJet,MANCHESTER,PISA,163,3,0.925926,0.005680527607361963,0.018072289156626505,18.196319018404907
easyJet,NEWCASTLE,BELFAST INTERNATIONAL,884,3,5.000000050000001,0.005656108653846154,0.0033821871476888386,9.10972850678733
easyJet,LUTON,CATANIA (FONTANAROSSA),177,0,1.0000000999999998,0.005649718079096045,0.0,15.943502824858758
Virgin Atlantic Airways Ltd,HEATHROW,ATLANTA,354,9,2.00000012,0.0056497178531073455,0.024793388429752067,9.985875706214689
Jet2.com,EAST MIDLANDS INTERNATIONAL,PALMA DE MALLORCA,354,0,2.00000008,0.005649717740112995,0.0,12.059322033898304
Jet2.com,MANCHESTER,FUNCHAL,177,3,0.99999996,0.005649717288135593,0.016666666666666666,25.536723163841806
Ryanair,EDINBURGH,TENERIFE (SURREINA SOFIA),354,1,1.9999998200000002,0.005649717005649718,0.0028169014084507044,20.437853107344633
easyJet,GATWICK,ARRECIFE,879,6,4.946666260000001,0.0056276066666666675,0.006779661016949152,17.195676905574516
easyJet,LIVERPOOL (JOHN LENNON),NICE,163,5,0.91666674,0.005623722331288343,0.02976190476190476,36.94478527607362
Jet2.com,BIRMINGHAM,RHODES,178,1,1.00000005,0.005617977808988764,0.00558659217877095,36.758426966292134
Vietnam Airlines,HEATHROW,HANOI,178,1,1.00000004,0.0056179777528089885,0.00558659217877095,17.286516853932586
British Airways,HEATHROW,KEFLAVIK,356,2,1.9999998800000003,0.005617977191011237,0.00558659217877095,8.915730337078651
Klm,BRISTOL,AMSTERDAM,1385,25,7.75887187,0.00560207355234657,0.01773049645390071,19.883032490974728
Ryanair,STANSTED,BILLUND,179,8,0.9999998400000001,0.005586591284916202,0.0427807486631016,13.983240223463687
Ryanair,MANCHESTER,MARRAKESH,354,3,1.9687499800000001,0.005561440621468927,0.008403361344537815,28.872881355932204
British Airways,HEATHROW,LAGOS,362,3,1.9999997600000001,0.005524861215469613,0.00821917808219178,4.602209944751381
Loganair Ltd,MANCHESTER,ISLE OF MAN,699,16,3.8518294200000005,0.005510485579399142,0.022377622377622378,8.997138769670958
easyJet,GATWICK,VENICE,721,4,3.96721346,0.005502376504854369,0.005517241379310344,12.503467406380027
Loganair Ltd,ISLE OF MAN,HEATHROW,358,5,1.96774166,0.0054964850837988825,0.013774104683195593,10.226256983240223
easyJet,LUTON,BALE MULHOUSE,182,0,1.00000008,0.005494505934065934,0.0,17.34065934065934
British Airways,HEATHROW,PALERMO,182,0,1.00000008,0.005494505934065934,0.0,13.906593406593407
British Airways,GATWICK,ANTIGUA,182,1,1.00000005,0.005494505769230769,0.00546448087431694,9.291208791208792
Air Peace,GATWICK,LAGOS,364,1,1.99999972,0.005494504725274725,0.0027397260273972603,12.898351648351648
easyJet,BRISTOL,FARO,715,11,3.92796308,0.0054936546573426575,0.015151515151515152,10.572027972027971
Ryanair,STANSTED,FARO,910,4,4.98437533,0.005477335527472527,0.00437636761487965,14.102197802197802
Ryanair,NEWCASTLE,BERGAMO,183,0,1.0000000100000002,0.005464480928961749,0.0,12.530054644808743
British Airways,HEATHROW,JERSEY,1080,8,5.87183169,0.005436881194444444,0.007352941176470588,9.905555555555555
Jet2.com,MANCHESTER,MAHON,184,0,1.0000000999999998,0.005434783152173912,0.0,21.880434782608695
easyJet,LUTON,PISA,184,1,1.00000008,0.00543478304347826,0.005405405405405406,14.831521739130435
easyJet,BIRMINGHAM,ALICANTE,184,1,1.0000000100000002,0.0054347826630434795,0.005405405405405406,10.853260869565217
easyJet,MANCHESTER,PAPHOS,184,2,1.0000000100000002,0.0054347826630434795,0.010752688172043012,29.52173913043478
Ryanair,LEEDS BRADFORD,MALAGA,359,6,1.9500000000000002,0.0054317548746518115,0.01643835616438356,15.153203342618385
Virgin Atlantic Airways Ltd,HEATHROW,JOHANNESBURG,357,7,1.93750004,0.005427170980392157,0.019230769230769232,7.899159663865547
British Airways,HEATHROW,SINGAPORE,357,10,1.9354839000000001,0.0054215235294117654,0.027247956403269755,9.840336134453782
Ryanair,LIVERPOOL (JOHN LENNON),KAUNAS,185,0,1.0,0.005405405405405406,0.0,18.35135135135135
Ryanair,EDINBURGH,COPENHAGEN,370,3,1.9999999000000002,0.005405405135135136,0.00804289544235925,20.332432432432434
Jet2.com,EAST MIDLANDS INTERNATIONAL,FUERTEVENTURA,186,0,1.00000008,0.005376344516129032,0.0,17.5752688172043
easyJet,LUTON,PAPHOS,186,1,1.00000005,0.0053763443548387095,0.0053475935828877,17.29032258064516
Jet2.com,EAST MIDLANDS INTERNATIONAL,ANTALYA,186,0,0.9999999800000001,0.005376343978494624,0.0,24.532258064516128
Ryanair,EAST MIDLANDS INTERNATIONAL,PALMA DE MALLORCA,374,0,1.99999952,0.005347592299465241,0.0,20.87433155080214
easyJet,EDINBURGH,GENEVA,731,7,3.89484063,0.005328099357045144,0.009485094850948509,20.069767441860463
Air France,EDINBURGH,PARIS (CHARLES DE GAULLE),939,7,5.00000031,0.005324813961661342,0.007399577167019027,14.708200212992546
easyJet,MANCHESTER,BILBAO,188,1,1.00000004,0.00531914914893617,0.005291005291005291,13.920212765957446
Jet2.com,STANSTED,CORFU,188,0,1.0,0.005319148936170213,0.0,20.02659574468085
easyJet,LEEDS BRADFORD,BELFAST INTERNATIONAL,189,2,1.0,0.005291005291005291,0.010471204188481676,10.708994708994709
Norse Atlantic Uk Ltd,GATWICK,MIAMI INTERNATIONAL,189,1,0.9999999,0.0052910047619047626,0.005263157894736842,12.925925925925926
British Airways,GATWICK,BORDEAUX,378,2,1.99999974,0.005291004603174603,0.005263157894736842,16.83862433862434
easyJet,LIVERPOOL (JOHN LENNON),ARRECIFE,180,1,0.9500000000000001,0.005277777777777778,0.0055248618784530384,18.788888888888888
easyJet,LUTON,DALAMAN,190,1,1.0,0.005263157894736842,0.005235602094240838,21.310526315789474
Jet2.com,EDINBURGH,ANTALYA,191,1,1.0000000999999998,0.005235602617801046,0.005208333333333333,31.287958115183248
easyJet,BRISTOL,PISA,191,0,1.0000000999999998,0.005235602617801046,0.0,19.74869109947644
easyJet,GATWICK,ATHENS,758,7,3.9649271500000003,0.005230774604221636,0.009150326797385621,23.4221635883905
easyJet,MANCHESTER,MILAN (MALPENSA),383,6,1.9999999400000001,0.005221931958224543,0.015424164524421594,19.148825065274153
Jet2.com,BELFAST INTERNATIONAL,ALICANTE,192,0,0.99999999,0.00520833328125,0.0,10.661458333333334
Aer Lingus,GLASGOW,DUBLIN,1682,24,8.75254093,0.005203650969084424,0.01406799531066823,12.179548156956004
Jet2.com,STANSTED,TENERIFE (SURREINA SOFIA),578,1,2.99999968,0.0051903108650519034,0.0017271157167530224,12.06401384083045
Wizz Air,LUTON,SKOPJE,193,0,1.00000008,0.005181347564766839,0.0,9.585492227979275
United Airlines,HEATHROW,DENVER INTERNATIONAL,571,4,2.94761922,0.005162205288966725,0.006956521739130435,10.966725043782837
Ryanair,STANSTED,PISA,969,1,4.99999984,0.005159958555211558,0.0010309278350515464,21.388028895768834
Ryanair,LUTON,NAPLES,194,0,1.00000008,0.005154639587628866,0.0,29.24742268041237
Ryanair,LUTON,KERRY COUNTY,389,0,1.9999998300000001,0.005141387737789204,0.0,20.87146529562982
Jet2.com,BRISTOL,DALAMAN,195,0,0.99999986,0.00512820441025641,0.0,36.96410256410256
Virgin Atlantic Airways Ltd,HEATHROW,NEW YORK (JF KENNEDY),1920,42,9.830371300000001,0.005119985052083334,0.021406727828746176,12.128645833333334
easyJet,MANCHESTER,TENERIFE (SURREINA SOFIA),564,9,2.88080555,0.005107811258865248,0.015706806282722512,17.322695035460992
Jet2.com,BIRMINGHAM,IBIZA,196,0,1.0,0.00510204081632653,0.0,23.790816326530614
British Airways,GATWICK,CAGLIARI (ELMAS),196,0,0.9999998800000001,0.005102040204081633,0.0,24.5
British Airways,HEATHROW,ROME (FIUMICINO),2728,25,13.85774095,0.005079817063782991,0.009081002542680712,12.500733137829911
Jet2.com,STANSTED,IBIZA,198,0,0.9999999,0.005050504545454546,0.0,7.47979797979798
easyJet,BELFAST INTERNATIONAL,EDINBURGH,1366,12,6.891597170000001,0.005045093096632505,0.008708272859216255,10.512445095168374
Loganair Ltd,MANCHESTER,ABERDEEN,960,19,4.811216030000001,0.005011683364583334,0.01940755873340143,9.384375
Ryanair,STANSTED,LAMETIA-TERME,200,0,0.9999999800000001,0.0049999999000000005,0.0,18.115
Jet2.com,EAST MIDLANDS INTERNATIONAL,DALAMAN,201,0,1.00000008,0.004975124776119403,0.0,16.27860696517413
Wizz Air,LUTON,TALLIN,201,0,1.0,0.004975124378109453,0.0,14.18407960199005
Ryanair,MANCHESTER,GOTEBORG (LANDVETTER),201,0,0.99999999,0.004975124328358209,0.0,17.00497512437811
TUI Airways,MANCHESTER,HURGHADA,190,4,0.94444452,0.004970760631578947,0.020618556701030927,17.28421052631579
easyJet,GATWICK,AMSTERDAM,1814,19,8.95452296,0.004936341212789416,0.010365521003818877,15.408489525909593
Ryanair,STANSTED,BELFAST INTERNATIONAL,808,7,3.98571337,0.004932813576732673,0.008588957055214725,11.662128712871286
easyJet,LUTON,BARCELONA,609,1,2.99999948,0.004926107520525452,0.001639344262295082,16.059113300492612
Ryanair,STANSTED,HAHN,613,0,2.99999971,0.004893963637846656,0.0,18.31321370309951
easyJet,LUTON,AMSTERDAM,1636,9,7.98437402,0.004880424217603912,0.00547112462006079,16.139364303178485
Wizz Air,LIVERPOOL (JOHN LENNON),WARSAW (CHOPIN),205,1,1.0,0.004878048780487805,0.0048543689320388345,4.648780487804878
easyJet,BELFAST INTERNATIONAL,PARIS (CHARLES DE GAULLE),403,3,1.96,0.0048635235732009926,0.007389162561576354,16.03970223325062
Jet2.com,LEEDS BRADFORD,FUERTEVENTURA,206,2,1.00000008,0.004854369320388349,0.009615384615384616,9.03883495145631
Loganair Ltd,EXETER,NEWCASTLE,206,0,0.99999999,0.0048543688834951455,0.0,7.014563106796117
Ryanair,STANSTED,BERGAMO,1444,3,6.99999954,0.004847645110803324,0.002073255010366275,23.081717451523545
British Airways,HEATHROW,LUXEMBOURG,619,8,3.00000003,0.004846526704361874,0.012759170653907496,10.279483037156705
easyJet,GATWICK,MALTA,616,0,2.98214274,0.004841140811688312,0.0,20.88961038961039
TUI Airways,MANCHESTER,BOA VISTA (RABIL),207,2,1.00000008,0.004830918260869565,0.009569377990430622,17.444444444444443
Jet2.com,LEEDS BRADFORD,LAS PALMAS,207,2,1.0000000100000002,0.004830917922705315,0.009569377990430622,13.231884057971014
TUI Airways,MANCHESTER,PAPHOS,207,0,0.99999986,0.004830917198067632,0.0,25.096618357487923
easyJet,EDINBURGH,AMSTERDAM,831,16,3.9999994,0.004813477015643803,0.018890200708382526,17.57039711191336
Jet2.com,MANCHESTER,CORFU,203,1,0.97674402,0.004811546896551724,0.004901960784313725,36.399014778325125
Aurigny Air Services,LONDON CITY,GUERNSEY,573,33,2.74868471,0.0047970064746945896,0.054455445544554455,7.923211169284468
British Airways,HEATHROW,SOFIA,209,1,1.0000000100000002,0.004784689043062201,0.004761904761904762,18.066985645933013
British Airways,HEATHROW,SALONIKA,209,0,1.0,0.004784688995215311,0.0,20.401913875598087
British Airways,HEATHROW,TENERIFE (SURREINA SOFIA),209,1,1.0,0.004784688995215311,0.004761904761904762,12.177033492822966
British Airways,HEATHROW,VENICE,1666,13,7.944446320000001,0.004768575222088836,0.007742703990470518,11.730492196878751
Jet2.com,GLASGOW,LAS PALMAS,210,0,1.00000008,0.004761905142857143,0.0,12.766666666666667
Ryanair,BRISTOL,MADRID,211,1,1.0000000100000002,0.004739336540284361,0.0047169811320754715,14.393364928909953
easyJet,BRISTOL,AMSTERDAM,841,11,3.97368449,0.004724951831153389,0.012910798122065728,15.659928656361474
Ryanair,BIRMINGHAM,BARCELONA,424,0,1.99999995,0.004716981014150944,0.0,21.05424528301887
Ryanair,STANSTED,MILAN (MALPENSA),1057,7,4.98461678,0.004715815307473983,0.006578947368421052,20.466414380321666
easyJet,GATWICK,LAS PALMAS,418,2,1.96666647,0.004704943708133971,0.004761904761904762,18.43062200956938
Ryanair,STANSTED,TURIN,627,5,2.9451088000000003,0.00469714322169059,0.007911392405063292,19.660287081339714
Ryanair,BIRMINGHAM,ALICANTE,632,2,2.96774176,0.004695793924050633,0.0031545741324921135,14.91139240506329
Aurigny Air Services,SOUTHAMPTON,GUERNSEY,421,6,1.96969696,0.0046786151068883616,0.01405152224824356,10.54394299287411
Loganair Ltd,EDINBURGH,KIRKWALL,617,19,2.88363622,0.004673640551053485,0.029874213836477988,10.65964343598055
Qatar Airways,GATWICK,DOHA HAMAD,636,2,2.96159423,0.004656594701257862,0.003134796238244514,5.1257861635220126
Jet2.com,LEEDS BRADFORD,DALAMAN,208,2,0.96666657,0.0046474354326923074,0.009523809523809525,20.85576923076923
Loganair Ltd,NEWCASTLE,SOUTHAMPTON,647,5,2.98181847,0.004608683879443585,0.007668711656441718,6.811437403400309
easyJet,GLASGOW,BELFAST CITY (GEORGE BEST),217,1,0.99999986,0.004608294285714285,0.0045871559633027525,8.67741935483871
Ryanair,EAST MIDLANDS INTERNATIONAL,BARCELONA,218,0,1.0000000500000001,0.004587156192660551,0.0,15.44954128440367
Scandinavian Airlines Ireland Ltd,HEATHROW,OSLO (GARDERMOEN),218,0,1.0000000500000001,0.004587156192660551,0.0,9.954128440366972
British Airways,HEATHROW,BAHRAIN,218,3,1.00000004,0.004587156146788991,0.013574660633484163,7.256880733944954
Aer Lingus,SOUTHAMPTON,DUBLIN,835,22,3.8270592800000003,0.004583304526946108,0.025670945157526253,12.279041916167664
Ryanair,BIRMINGHAM,BERGAMO,219,0,1.0,0.0045662100456621,0.0,26.04566210045662
easyJet,STANSTED,BELFAST INTERNATIONAL,1080,5,4.92500053,0.004560185675925926,0.004608294930875576,8.032407407407407
Ryanair,STANSTED,SANDEFJORD(TORP),220,0,1.0,0.004545454545454545,0.0,14.054545454545455
British Airways,HEATHROW,ABERDEEN,2345,53,10.64917215,0.004541224797441365,0.022101751459549623,8.997014925373135
easyJet,BELFAST INTERNATIONAL,NEWCASTLE,884,3,3.9999997699999996,0.004524886617647058,0.0033821871476888386,10.417420814479637
Vueling,GATWICK,A CORUNA,209,2,0.94444452,0.004518873301435407,0.009478672985781991,13.535885167464114
easyJet,BRISTOL,COPENHAGEN,222,3,0.9999999800000001,0.0045045044144144146,0.013333333333333334,15.644144144144144
Ryanair,STANSTED,GOTEBORG (LANDVETTER),667,0,2.9999997,0.004497750674662669,0.0,12.713643178410795
Jet2.com,BRISTOL,FARO,223,0,1.0,0.004484304932735426,0.0,8.771300448430493
Air Transat,GATWICK,TORONTO,436,2,1.9523808599999999,0.004477937752293578,0.0045662100456621,18.892201834862384
Ryanair,BRISTOL,FARO,224,0,1.00000004,0.0044642858928571425,0.0,12.651785714285714
Pegasus Airlines,MANCHESTER,ANTALYA,224,1,1.0,0.004464285714285714,0.0044444444444444444,10.522321428571429
Loganair Ltd,NEWCASTLE,EXETER,206,2,0.9166666299999999,0.0044498380097087375,0.009615384615384616,6.854368932038835
easyJet,GATWICK,PRAGUE,451,3,1.99999972,0.004434589179600887,0.006607929515418502,19.485587583148558
Ryanair,STANSTED,PRAGUE,888,3,3.93517288,0.004431500990990991,0.003367003367003367,16.9009009009009
Emerald Airlines (Ireland) Limited,EXETER,DUBLIN,226,0,0.9999999900000001,0.00442477871681416,0.0,10.79203539823009
Wizz Air,LUTON,BUCHAREST (OTOPENI),1359,0,5.99999915,0.004415010412067696,0.0,13.515820456217806
easyJet,MANCHESTER,ZURICH,216,6,0.94736844,0.0043859649999999995,0.02702702702702703,17.97685185185185
British Airways,LONDON CITY,ROTTERDAM,911,11,3.98701201,0.004376522513721185,0.01193058568329718,9.018660812294183
Ryanair,BRISTOL,TENERIFE (SURREINA SOFIA),229,2,1.00000008,0.004366812576419214,0.008658008658008658,9.244541484716157
Ryanair,MANCHESTER,LAS PALMAS,229,0,1.00000005,0.004366812445414847,0.0,18.580786026200872
British Airways,HEATHROW,JEDDAH,229,8,1.00000005,0.004366812445414847,0.03375527426160337,11.925764192139738
Ryanair,NEWCASTLE,ALICANTE,443,5,1.9323230200000001,0.004361902979683973,0.011160714285714286,12.781038374717832
easyJet,EDINBURGH,BELFAST INTERNATIONAL,1364,11,5.936981,0.004352625366568916,0.008,10.68108504398827
British Airways,GATWICK,SALONIKA,230,4,1.0000000199999999,0.004347826173913043,0.017094017094017096,16.578260869565216
Ryanair,EDINBURGH,CORK,453,1,1.96551728,0.0043388902428256075,0.0022026431718061676,15.739514348785871
Virgin Atlantic Airways Ltd,HEATHROW,LOS ANGELES INTERNATIONAL,911,16,3.93333317,0.0043175995279912185,0.017259978425026967,7.021953896816685
Jet2.com,BRISTOL,ARRECIFE,232,0,1.0000000999999998,0.004310345258620689,0.0,22.150862068965516
British Airways,LONDON CITY,MILAN (LINATE),678,10,2.9169988,0.0043023581120943954,0.014534883720930232,8.7094395280236
British Airways,HEATHROW,SAN FRANCISCO,697,7,2.98333325,0.00428024856527977,0.009943181818181818,8.586800573888091
British Airways,LONDON CITY,FRANKFURT MAIN,696,8,2.9756094400000004,0.0042753009195402305,0.011363636363636364,8.64367816091954
British Airways,HEATHROW,CINCINNATI,234,4,1.0,0.004273504273504274,0.01680672268907563,15.649572649572649
Jet2.com,LEEDS BRADFORD,IBIZA,234,0,1.0,0.004273504273504274,0.0,12.961538461538462
easyJet,GATWICK,VALENCIA,695,4,2.96215238,0.004262089755395684,0.005722460658082976,16.41294964028777
Pegasus Airlines,MANCHESTER,ISTANBUL (SABIHA GOKCEN),702,7,2.9818183400000002,0.004247604472934473,0.009873060648801129,14.987179487179487
easyJet,GATWICK,BELFAST INTERNATIONAL,1396,6,5.92677239,0.004245538961318051,0.0042796005706134095,11.322349570200574
easyJet,NEWCASTLE,PARIS (CHARLES DE GAULLE),227,3,0.96,0.004229074889867841,0.013043478260869565,16.687224669603523
easyJet,BRISTOL,PARIS (CHARLES DE GAULLE),947,14,3.98181858,0.004204665871172123,0.014568158168574402,17.140443505807813
Ryanair,EDINBURGH,SHANNON,238,0,1.0000000999999998,0.004201681092436974,0.0,13.903361344537815
Jet2.com,GLASGOW,MALAGA,238,1,1.0,0.004201680672268907,0.0041841004184100415,16.714285714285715
Aer Lingus,MANCHESTER,DUBLIN,2286,54,9.59560554,0.004197552729658792,0.023076923076923078,13.38801399825022
Ryanair,EDINBURGH,MADRID,239,0,1.00000004,0.004184100585774058,0.0,15.100418410041842
British Airways,HEATHROW,TOULOUSE (BLAGNAC),933,11,3.90201508,0.0041822240943193995,0.011652542372881356,9.159699892818864
Qatar Airways,MANCHESTER,DOHA HAMAD,1186,2,4.95888633,0.004181185775716695,0.0016835016835016834,7.448566610455312
Fly Play Hf,STANSTED,KEFLAVIK,231,15,0.96296304,0.004168671168831169,0.06097560975609756,8.502164502164502
easyJet,MANCHESTER,PALMA DE MALLORCA,480,4,2.0000000900000003,0.004166666854166667,0.008264462809917356,20.502083333333335
Jet2.com,GLASGOW,ANTALYA,240,0,1.0000000100000002,0.004166666708333334,0.0,18.883333333333333
British Airways,HEATHROW,TORONTO,708,10,2.94848475,0.004164526483050848,0.013927576601671309,15.34322033898305
easyJet,BRISTOL,MALAGA,715,7,2.9729728800000004,0.004158004027972028,0.009695290858725761,13.152447552447553
easyJet,BRISTOL,EDINBURGH,1436,6,5.95950438,0.004150072688022284,0.004160887656033287,13.470055710306406
easyJet,SOUTHEND,MALAGA,241,0,1.0000001200000002,0.004149378091286308,0.0,9.697095435684647
Air China,HEATHROW,BEIJING,723,2,3.0000002599999998,0.00414937795297372,0.002758620689655172,13.23789764868603
easyJet,LIVERPOOL (JOHN LENNON),GENEVA,237,2,0.98076927,0.004138266962025317,0.008368200836820083,12.957805907172995
Jet2.com,GLASGOW,FARO,242,1,1.00000004,0.004132231570247934,0.00411522633744856,4.107438016528926
Loganair Ltd,ISLE OF MAN,MANCHESTER,694,16,2.84824601,0.004104100878962536,0.022535211267605635,13.842939481268012
Jetblue Airways Corporation,HEATHROW,NEW YORK (JF KENNEDY),726,5,2.96491236,0.00408390132231405,0.006839945280437756,11.43526170798898
easyJet,ABERDEEN,GATWICK,723,4,2.95212489,0.004083160290456431,0.005502063273727648,9.089903181189488
Jet2.com,BIRMINGHAM,FUERTEVENTURA,245,0,1.00000008,0.0040816329795918364,0.0,14.8
Ryanair,LIVERPOOL (JOHN LENNON),DUBLIN,1710,2,6.95918274,0.00406969750877193,0.0011682242990654205,9.11111111111111
easyJet,BRISTOL,ARRECIFE,246,0,1.0000000999999998,0.004065041056910568,0.0,13.231707317073171
Jet2.com,MANCHESTER,RHODES,247,1,1.0,0.004048582995951417,0.004032258064516129,40.797570850202426
easyJet,GLASGOW,LUTON,972,8,3.92439579,0.004037444228395062,0.00816326530612245,12.635802469135802
easyJet,LUTON,ALICANTE,740,2,2.9852935,0.0040341804054054055,0.0026954177897574125,13.986486486486486
Aer Lingus,BIRMINGHAM,DUBLIN,1925,54,7.7460178200000005,0.004023905361038961,0.027286508337544216,13.495064935064935
easyJet,GLASGOW,STANSTED,746,7,3.0000005099999996,0.004021448404825737,0.009296148738379814,7.987935656836461
Ryanair,MANCHESTER,BRATISLAVA,249,0,1.0000001200000002,0.004016064738955824,0.0,8.004016064257028
easyJet,GATWICK,MIKONOS,249,3,0.9999999,0.004016063855421687,0.011904761904761904,21.188755020080322
easyJet,LUTON,TENERIFE (SURREINA SOFIA),499,2,1.9999997600000001,0.004008015551102205,0.003992015968063872,10.234468937875752
British Airways,HEATHROW,BOLOGNA,978,12,3.91337213,0.0040014029959100205,0.012121212121212121,8.978527607361963
Ryanair,EDINBURGH,ARRECIFE,250,2,1.0000000999999998,0.004000000399999999,0.007936507936507936,16.516
British Airways,HEATHROW,PRAGUE,1725,18,6.8864668,0.003992154666666667,0.010327022375215147,10.217971014492754
easyJet,BELFAST INTERNATIONAL,BIRMINGHAM,1234,8,4.92618258,0.003992044230145867,0.00644122383252818,11.987844408427877
Ryanair,STANSTED,IRELAND WEST(KNOCK),502,1,1.99999988,0.003984063505976096,0.0019880715705765406,13.98207171314741
Wizz Air,LUTON,BRASOV-GHIMBAV,252,1,1.00000005,0.003968254166666667,0.003952569169960474,7.146825396825397
easyJet,GATWICK,SPLIT,504,0,2.00000001,0.003968253988095238,0.0,18.557539682539684
Air Portugal,MANCHESTER,LISBON,482,8,1.9074276700000001,0.003957318817427386,0.0163265306122449,25.431535269709542
Ryanair,BIRMINGHAM,TENERIFE (SURREINA SOFIA),253,1,1.0000000100000002,0.003952569209486167,0.003937007874015748,21.300395256916996
easyJet,BRISTOL,GLASGOW,1014,6,4.000000120000001,0.003944773293885603,0.0058823529411764705,11.740631163708088
Ryanair,STANSTED,BRINDISI,254,0,1.00000008,0.003937008188976378,0.0,22.322834645669293
Ryanair,MANCHESTER,OPORTO (PORTUGAL),254,1,1.00000005,0.003937008070866142,0.00392156862745098,17.169291338582678
easyJet,GATWICK,HERAKLION,507,8,1.9868417400000002,0.003918820000000001,0.015533980582524271,23.48915187376726
Ryanair,STANSTED,BUCHAREST (OTOPENI),1266,7,4.96116572,0.003918772290679305,0.0054988216810683424,15.473143759873619
British Airways,HEATHROW,THIRA (SANTORINI),256,0,1.00000011,0.0039062504296875,0.0,8.72265625
Ryanair,BRISTOL,ARRECIFE,256,0,1.0000000999999998,0.003906250390624999,0.0,16.4375
Ryanair,STANSTED,MADRID,1275,0,4.95454114,0.003885914619607843,0.0,22.582745098039215
easyJet,STANSTED,AMSTERDAM,503,7,1.95121936,0.003879163737574553,0.013725490196078431,12.123260437375745
Ryanair,STANSTED,NAPLES,519,0,2.0000000900000003,0.003853564720616571,0.0,20.589595375722542
Ryanair,STANSTED,KARLSRUHE/BADEN BADEN,519,1,2.0000000800000004,0.0038535647013487485,0.0019230769230769232,15.302504816955684
British Airways,LONDON CITY,AMSTERDAM,1550,14,5.97187424,0.0038528220903225807,0.008951406649616368,11.347096774193549
easyJet,EDINBURGH,LUTON,1041,6,3.9999997400000002,0.0038424589241114315,0.0057306590257879654,12.829971181556196
Ryanair,LUTON,IRELAND WEST(KNOCK),521,0,2.0000000200000003,0.0038387716314779276,0.0,12.216890595009597
easyJet,LUTON,EDINBURGH,1040,4,3.98765406,0.00383428275,0.0038314176245210726,12.88076923076923
Singapore Airlines,MANCHESTER,SINGAPORE,261,0,1.0000000999999998,0.0038314180076628344,0.0,11.10727969348659
Virgin Atlantic Airways Ltd,HEATHROW,LAGOS,261,2,0.99999986,0.0038314170881226053,0.0076045627376425855,6.32183908045977
British Airways,GATWICK,MARRAKESH,523,3,1.99999966,0.003824091128107075,0.005703422053231939,15.47227533460803
British Airways,HEATHROW,DUSSELDORF,1298,21,4.96125569,0.003822230885978428,0.01592115238817286,8.936055469953775
Ryanair,BRISTOL,BUDAPEST,262,0,1.0,0.003816793893129771,0.0,15.713740458015268
Virgin Atlantic Airways Ltd,HEATHROW,SAN FRANCISCO,520,5,1.9830508999999998,0.0038135594230769227,0.009523809523809525,9.153846153846153
