carrier_group,reporting_airport,origin_destination,n_flights,n_cancelled,n_ge_3h,p_ge_3h,p_cancelled,avg_delay_min
easyJet,BRISTOL,ATHENS,103,1,0.0,0.0,0.009615384615384616,26.776699029126213
easyJet,BRISTOL,PAPHOS,133,1,0.0,0.0,0.007462686567164179,15.105263157894736
TUI Airways,GATWICK,MARRAKESH,104,0,0.0,0.0,0.0,13.451923076923077
easyJet,BRISTOL,DALAMAN,207,0,0.0,0.0,0.0,24.835748792270532
Jet2.com,EDINBURGH,LAS PALMAS,154,0,0.0,0.0,0.0,16.558441558441558
Sunexpress,GATWICK,DALAMAN,221,1,0.0,0.0,0.0045045045045045045,10.895927601809955
Sas,MANCHESTER,STOCKHOLM (ARLANDA),336,4,0.0,0.0,0.011764705882352941,8.741071428571429
Sunexpress,STANSTED,IZMIR (ADNAN MENDERES),278,1,0.0,0.0,0.0035842293906810036,5.010791366906475
easyJet,MANCHESTER,AGADIR (AL MASSIRA),188,2,0.0,0.0,0.010526315789473684,15.824468085106384
Air France,HEATHROW,NICE,279,4,0.0,0.0,0.014134275618374558,8.831541218637993
Jet2.com,LIVERPOOL (JOHN LENNON),ARRECIFE,198,0,0.0,0.0,0.0,6.686868686868687
British Airways,GATWICK,PUNTA CANA,157,0,0.0,0.0,0.0,11.280254777070065
Loganair Ltd,BRISTOL,ABERDEEN,238,5,0.0,0.0,0.0205761316872428,7.995798319327731
Jet2.com,LIVERPOOL (JOHN LENNON),DALAMAN,120,0,0.0,0.0,0.0,4.816666666666666
easyJet,SOUTHEND,ALICANTE,219,1,0.0,0.0,0.004545454545454545,17.310502283105023
easyJet,LIVERPOOL (JOHN LENNON),BARCELONA,148,1,0.0,0.0,0.006711409395973154,11.182432432432432
Ryanair,STANSTED,MUNSTER-OSNABRUCK,151,0,0.0,0.0,0.0,17.7682119205298
Jet2.com,STANSTED,FUERTEVENTURA,265,1,0.0,0.0,0.0037593984962406013,10.60754716981132
Wizz Air,LUTON,BUCHAREST (BANEASA),198,0,0.0,0.0,0.0,6.2272727272727275
easyJet,GATWICK,BUDAPEST,300,0,0.0,0.0,0.0,12.49
Wideroe Flyveselskap A/S,ABERDEEN,STAVANGER,452,27,0.0,0.0,0.05636743215031315,2.650442477876106
Loganair Ltd,HEATHROW,ISLE OF MAN,361,4,0.0,0.0,0.010958904109589041,4.160664819944598
Ryanair,BRISTOL,KAUNAS,186,0,0.0,0.0,0.0,7.989247311827957
Sunexpress,BRISTOL,ANTALYA,154,0,0.0,0.0,0.0,13.948051948051948
easyJet,JERSEY,GLASGOW,149,1,0.0,0.0,0.006666666666666667,5.87248322147651
easyJet,LIVERPOOL (JOHN LENNON),DALAMAN,143,0,0.0,0.0,0.0,13.664335664335665
Jet2.com,BIRMINGHAM,DALAMAN,221,2,0.0,0.0,0.008968609865470852,15.665158371040723
Ryanair,LEEDS BRADFORD,GIRONA,134,0,0.0,0.0,0.0,10.350746268656716
Ryanair,STANSTED,BRATISLAVA,361,0,0.0,0.0,0.0,12.340720221606649
TUI Airways,GATWICK,LAS PALMAS,184,0,0.0,0.0,0.0,24.391304347826086
Norwegian Air Sweden Ab,GATWICK,BILLUND,122,3,0.0,0.0,0.024,7.131147540983607
TUI Airways,GATWICK,ENFIDHA - HAMMAMET INTL,107,0,0.0,0.0,0.0,20.35514018691589
Klm,CARDIFF WALES,AMSTERDAM,700,24,0.0,0.0,0.03314917127071823,9.614285714285714
Klm,ABERDEEN,AMSTERDAM,329,62,0.0,0.0,0.1585677749360614,9.841945288753799
Jet2.com,STANSTED,LAS PALMAS,265,0,0.0,0.0,0.0,13.09811320754717
Ryanair,STANSTED,RHODES,209,3,0.0,0.0,0.014150943396226415,24.645933014354068
Ryanair,BIRMINGHAM,FUERTEVENTURA,145,0,0.0,0.0,0.0,10.337931034482759
Jet2.com,BELFAST INTERNATIONAL,LAS PALMAS,116,0,0.0,0.0,0.0,11.801724137931034
British Airways,HEATHROW,DALAMAN,113,1,0.0,0.0,0.008771929824561403,12.141592920353983
Wizz Air,GATWICK,SHARM EL SHEIKH (OPHIRA),129,1,0.0,0.0,0.007692307692307693,8.007751937984496
easyJet,LIVERPOOL (JOHN LENNON),CITY OF DERRY (EGLINTON),108,1,0.0,0.0,0.009174311926605505,3.175925925925926
easyJet,LUTON,BORDEAUX,176,1,0.0,0.0,0.005649717514124294,19.801136363636363
Jet2.com,STANSTED,MALTA,118,0,0.0,0.0,0.0,9.898305084745763
easyJet,SOUTHEND,LAS PALMAS,115,0,0.0,0.0,0.0,12.069565217391304
Ryanair,EDINBURGH,MARRAKESH,107,1,0.0,0.0,0.009259259259259259,23.49532710280374
Ryanair,BRISTOL,FUERTEVENTURA,103,1,0.0,0.0,0.009615384615384616,12.864077669902912
TUI Airways,EAST MIDLANDS INTERNATIONAL,ALICANTE,108,0,0.0,0.0,0.0,15.296296296296296
Ryanair,GATWICK,ALICANTE,361,0,0.0,0.0,0.0,6.786703601108033
Wizz Air,LUTON,BURGAS,142,0,0.0,0.0,0.0,10.830985915492958
Emirates,GLASGOW,DUBAI,366,1,0.0,0.0,0.0027247956403269754,9.628415300546449
easyJet,LUTON,CHANIA,112,0,0.0,0.0,0.0,19.5625
Jet2.com,BRISTOL,FUERTEVENTURA,155,0,0.0,0.0,0.0,13.819354838709678
TUI Airways,BIRMINGHAM,IBIZA,113,0,0.0,0.0,0.0,14.309734513274336
TUI Airways,BIRMINGHAM,ZAKINTHOS,115,0,0.0,0.0,0.0,24.22608695652174
easyJet,GLASGOW,BARCELONA,160,0,0.0,0.0,0.0,11.0375
easyJet,LUTON,RHODES,210,1,0.0,0.0,0.004739336492890996,31.085714285714285
easyJet,LUTON,SPLIT,291,0,0.0,0.0,0.0,16.096219931271477
Virgin Atlantic International,HEATHROW,RIYADH,113,0,0.0,0.0,0.0,6.04424778761062
easyJet,EDINBURGH,PRAGUE,152,3,0.0,0.0,0.01935483870967742,14.493421052631579
Thy Turkish Airlines,BIRMINGHAM,ISTANBUL,796,4,0.0,0.0,0.005,8.669597989949748
easyJet,LUTON,CORFU,207,0,0.0,0.0,0.0,20.884057971014492
Jet2.com,EAST MIDLANDS INTERNATIONAL,LAS PALMAS,190,0,0.0,0.0,0.0,10.23157894736842
British Airways,HEATHROW,LJUBLJANA,204,0,0.0,0.0,0.0,14.284313725490197
Vueling,GATWICK,ALICANTE,356,0,0.0,0.0,0.0,13.103932584269662
Jet2.com,LEEDS BRADFORD,RHODES,106,0,0.0,0.0,0.0,14.320754716981131
Jet2.com,STANSTED,AGADIR (AL MASSIRA),104,0,0.0,0.0,0.0,12.259615384615385
Ryanair,CARDIFF WALES,DUBLIN,307,0,0.0,0.0,0.0,10.52442996742671
Ryanair,MANCHESTER,VERONA VILLAFRANCA,105,1,0.0,0.0,0.009433962264150943,26.01904761904762
Loganair Ltd,BIRMINGHAM,ISLE OF MAN,270,6,0.0,0.0,0.021739130434782608,9.337037037037037
Edelweiss Air,EDINBURGH,ZURICH,315,5,0.0,0.0,0.015625,11.441269841269841
TUI Airways,MANCHESTER,ZAKINTHOS,131,0,0.0,0.0,0.0,26.35114503816794
Wizz Air,LEEDS BRADFORD,CLUJ NAPOCA,104,2,0.0,0.0,0.018867924528301886,10.740384615384615
TUI Airways,EAST MIDLANDS INTERNATIONAL,TENERIFE (SURREINA SOFIA),205,0,0.0,0.0,0.0,11.839024390243903
Lufthansa,EDINBURGH,MUNICH,241,0,0.0,0.0,0.0,17.86721991701245
Jet2.com,EDINBURGH,FARO,214,0,0.0,0.0,0.0,5.957943925233645
Corendon Airlines,STANSTED,ANTALYA,105,0,0.0,0.0,0.0,10.495238095238095
Sunexpress,EDINBURGH,ANTALYA,232,0,0.0,0.0,0.0,7.775862068965517
Hainan Airlines,EDINBURGH,BEIJING,108,3,0.0,0.0,0.02702702702702703,9.185185185185185
Ryanair,BOURNEMOUTH,MALTA,137,0,0.0,0.0,0.0,19.423357664233578
Ryanair,NEWCASTLE,LAS PALMAS,104,0,0.0,0.0,0.0,23.71153846153846
Sas,MANCHESTER,COPENHAGEN,590,8,0.0,0.0,0.013377926421404682,8.323728813559322
Transavia France,EDINBURGH,PARIS (ORLY),129,7,0.0,0.0,0.051470588235294115,7.465116279069767
Sky Express,GATWICK,ATHENS,362,2,0.0,0.0,0.005494505494505495,8.80110497237569
Loganair Ltd,LONDON CITY,ISLE OF MAN,389,13,0.0,0.0,0.03233830845771144,5.586118251928021
TUI Airways,BIRMINGHAM,CORFU,104,0,0.0,0.0,0.0,31.317307692307693
Ryanair,EDINBURGH,BRATISLAVA,150,1,0.0,0.0,0.006622516556291391,15.1
easyJet,LIVERPOOL (JOHN LENNON),ANTALYA,145,0,0.0,0.0,0.0,10.848275862068965
Ryanair,EDINBURGH,PRAGUE,225,1,0.0,0.0,0.004424778761061947,22.391111111111112
Ryanair,BIRMINGHAM,LODZ LUBLINEK,107,0,0.0,0.0,0.0,6.97196261682243
Ryanair,LIVERPOOL (JOHN LENNON),WROCLAW,121,0,0.0,0.0,0.0,8.148760330578513
Jet2.com,STANSTED,LARNACA,175,0,0.0,0.0,0.0,24.965714285714284
Klm Cityhopper,SOUTHAMPTON,AMSTERDAM,691,0,0.0,0.0,0.0,11.209840810419681
British Airways,LONDON CITY,FARO,116,0,0.0,0.0,0.0,5.241379310344827
Ryanair,BIRMINGHAM,REUS,116,0,0.0,0.0,0.0,21.18103448275862
easyJet,BIRMINGHAM,BERLIN BRANDENBURG,157,2,0.0,0.0,0.012578616352201259,18.356687898089174
Ryanair,BOURNEMOUTH,WROCLAW,108,0,0.0,0.0,0.0,11.324074074074074
Wizz Air,LIVERPOOL (JOHN LENNON),IASI,151,2,0.0,0.0,0.013071895424836602,6.509933774834437
Iberia Express,MANCHESTER,MADRID,309,0,0.0,0.0,0.0,8.41747572815534
Vueling,GATWICK,FLORENCE,785,14,0.0,0.0,0.017521902377972465,8.943949044585986
Wizz Air,LUTON,KAUNAS,333,1,0.0,0.0,0.0029940119760479044,8.15015015015015
Finnair,EDINBURGH,HELSINKI,332,18,0.0,0.0,0.05142857142857143,8.259036144578314
Austrian Airlines,MANCHESTER,VIENNA,131,1,0.0,0.0,0.007575757575757576,6.267175572519084
Ryanair,EDINBURGH,LISBON,156,0,0.0,0.0,0.0,28.173076923076923
British Airways,GATWICK,DALAMAN,174,0,0.0,0.0,0.0,23.816091954022987
Jet2.com,GLASGOW,FUERTEVENTURA,135,0,0.0,0.0,0.0,9.4
easyJet,LUTON,SPHINX INTERNATIONAL,154,0,0.0,0.0,0.0,31.181818181818183
British Airways,HEATHROW,SPLIT,222,0,0.0,0.0,0.0,15.90990990990991
Vueling,GATWICK,PARIS (ORLY),776,10,0.0,0.0,0.01272264631043257,4.719072164948454
easyJet,BELFAST INTERNATIONAL,BRISTOL,856,6,0.0,0.0,0.0069605568445475635,10.70443925233645
easyJet,LIVERPOOL (JOHN LENNON),LARNACA,102,1,0.0,0.0,0.009708737864077669,11.509803921568627
Ryanair,ABERDEEN,ALICANTE,107,0,0.0,0.0,0.0,7.5327102803738315
Pegasus Airlines,BIRMINGHAM,ISTANBUL (SABIHA GOKCEN),274,1,0.0,0.0,0.0036363636363636364,10.85036496350365
TUI Airways,GATWICK,SHARM EL SHEIKH (OPHIRA),235,0,0.0,0.0,0.0,20.829787234042552
Vueling,GATWICK,SANTIAGO DE COMPOSTELA (SPAIN),228,2,0.0,0.0,0.008695652173913044,5.614035087719298
easyJet,LUTON,HURGHADA,240,9,0.0,0.0,0.03614457831325301,17.066666666666666
Ryanair,EDINBURGH,FARO,253,1,0.0,0.0,0.003937007874015748,11.173913043478262
Sunexpress,GATWICK,ANTALYA,545,2,0.0,0.0,0.003656307129798903,14.732110091743118
easyJet,GLASGOW,ENFIDHA - HAMMAMET INTL,105,0,0.0,0.0,0.0,13.095238095238095
Ryanair,LUTON,FARO,258,0,0.0,0.0,0.0,13.155038759689923
Klm,BELFAST CITY (GEORGE BEST),AMSTERDAM,235,5,0.0,0.0,0.020833333333333332,6.485106382978723
British Airways,HEATHROW,KALAMATA,107,0,0.0,0.0,0.0,22.560747663551403
Ryanair,STANSTED,REGGIO,103,0,0.0,0.0,0.0,6.902912621359223
Jet2.com,LIVERPOOL (JOHN LENNON),FARO,132,0,0.0,0.0,0.0,1.8257575757575757
Jet2.com,STANSTED,PAPHOS,207,0,0.0,0.0,0.0,13.120772946859903
Lot-Polish Airlines,LONDON CITY,VILNIUS,259,0,0.0,0.0,0.0,5.1505791505791505
Swiss Airlines,LONDON CITY,ZURICH,1174,22,0.0,0.0,0.01839464882943144,8.299829642248723
easyJet,GATWICK,DUSSELDORF,142,1,0.0,0.0,0.006993006993006993,17.718309859154928
Vueling,GATWICK,VALENCIA,229,1,0.0,0.0,0.004347826086956522,6.641921397379913
Jet2.com,BIRMINGHAM,MARRAKESH,103,0,0.0,0.0,0.0,2.6990291262135924
Ryanair,EDINBURGH,KAUNAS,154,0,0.0,0.0,0.0,17.954545454545453
Norwegian Air Sweden Ab,GATWICK,COPENHAGEN,1163,10,0.0,0.0,0.008525149190110827,7.720550300945829
Vueling,HEATHROW,PARIS (ORLY),356,4,0.0,0.0,0.011111111111111112,5.033707865168539
Norwegian Air Shuttle,GATWICK,COPENHAGEN,131,0,0.0,0.0,0.0,12.0
Wizz Air,LUTON,TROMSOE,105,3,0.0,0.0,0.027777777777777776,17.20952380952381
Finnair,MANCHESTER,HELSINKI,603,24,0.0,0.0,0.03827751196172249,8.48424543946932
Jet2.com,EDINBURGH,PALMA DE MALLORCA,252,0,0.0,0.0,0.0,19.146825396825395
Jet2.com,LEEDS BRADFORD,PARIS (CHARLES DE GAULLE),199,1,0.0,0.0,0.005,19.22613065326633
Vueling,GATWICK,SEVILLE,612,4,0.0,0.0,0.006493506493506494,5.962418300653595
Jet2.com,BIRMINGHAM,MALTA,120,0,0.0,0.0,0.0,12.275
Sunexpress,NEWCASTLE,ANTALYA,175,0,0.0,0.0,0.0,7.982857142857143
Swiss Airlines,HEATHROW,GENEVA,1770,26,0.0,0.0,0.014476614699331848,10.929378531073446
Wizz Air,LUTON,SPLIT,144,0,0.0,0.0,0.0,18.09722222222222
easyJet,GATWICK,SOFIA,118,1,0.0,0.0,0.008403361344537815,9.245762711864407
Jet2.com,LIVERPOOL (JOHN LENNON),ANTALYA,151,0,0.0,0.0,0.0,23.258278145695364
Ryanair,EAST MIDLANDS INTERNATIONAL,MURCIA INTERNATIONAL,114,0,0.0,0.0,0.0,11.736842105263158
Jet2.com,BELFAST INTERNATIONAL,ANTALYA,105,1,0.0,0.0,0.009433962264150943,17.942857142857143
easyJet,GLASGOW,BERLIN BRANDENBURG,127,0,0.0,0.0,0.0,12.094488188976378
Jet2.com,MANCHESTER,SPLIT,102,0,0.0,0.0,0.0,10.117647058823529
easyJet,GATWICK,MUNICH,485,8,0.0,0.0,0.016227180527383367,13.808247422680413
Aegean Airlines,MANCHESTER,ATHENS,158,1,0.0,0.0,0.006289308176100629,12.841772151898734
Ryanair,BIRMINGHAM,CORK,246,1,0.0,0.0,0.004048582995951417,10.540650406504065
Jet2.com,BIRMINGHAM,PAPHOS,165,1,0.0,0.0,0.006024096385542169,24.375757575757575
TUI Airways,GATWICK,CORFU,115,0,0.0,0.0,0.0,40.56521739130435
easyJet,MANCHESTER,ROME (FIUMICINO),112,2,0.0,0.0,0.017543859649122806,20.75
British Airways,GATWICK,VANCOUVER,106,0,0.0,0.0,0.0,12.39622641509434
easyJet,LUTON,LAS PALMAS,190,2,0.0,0.0,0.010416666666666666,15.478947368421053
British Airways,GATWICK,GLASGOW,363,2,0.0,0.0,0.005479452054794521,9.853994490358128
easyJet,BELFAST CITY (GEORGE BEST),LIVERPOOL (JOHN LENNON),370,1,0.0,0.0,0.0026954177897574125,7.302702702702702
Emirates,NEWCASTLE,DUBAI,364,0,0.0,0.0,0.0,6.934065934065934
Norwegian Air Sweden Ab,EDINBURGH,STOCKHOLM (ARLANDA),120,2,0.0,0.0,0.01639344262295082,9.2
Klm,HEATHROW,AMSTERDAM,2703,61,0.0,0.0,0.02206946454413893,12.569737328893822
Lufthansa,NEWCASTLE,FRANKFURT MAIN,297,4,0.0,0.0,0.013289036544850499,11.919191919191919
Jet2.com,MANCHESTER,GIRONA,103,0,0.0,0.0,0.0,10.78640776699029
easyJet,GATWICK,TURIN,163,0,0.0,0.0,0.0,14.006134969325153
Emirates,STANSTED,DUBAI,730,1,0.0,0.0,0.0013679890560875513,6.295890410958904
Vueling,HEATHROW,SANTIAGO DE COMPOSTELA (SPAIN),263,2,0.0,0.0,0.007547169811320755,8.661596958174904
British Airways,GATWICK,VERONA VILLAFRANCA,397,2,0.0,0.0,0.005012531328320802,16.329974811083122
TUI Airways,CARDIFF WALES,ALICANTE,104,0,0.0,0.0,0.0,22.66346153846154
British Airways,HEATHROW,TEL AVIV,109,20,0.0,0.0,0.15503875968992248,8.724770642201834
Eurowings Luftverkehrs,EDINBURGH,STUTTGART,120,0,0.0,0.0,0.0,13.8
Ryanair,BOURNEMOUTH,ALICANTE,314,1,0.0,0.0,0.0031746031746031746,15.394904458598726
Ryanair,EDINBURGH,OPORTO (PORTUGAL),176,1,0.0,0.0,0.005649717514124294,16.073863636363637
Vueling,BIRMINGHAM,BARCELONA,231,0,0.0,0.0,0.0,5.774891774891775
easyJet,BRISTOL,NAPLES,121,1,0.0,0.0,0.00819672131147541,18.272727272727273
Vueling,CARDIFF WALES,ALICANTE,158,0,0.0,0.0,0.0,7.810126582278481
Ryanair,BIRMINGHAM,SHANNON,177,0,0.0,0.0,0.0,13.254237288135593
Ryanair,LUTON,BOLOGNA,201,1,0.0,0.0,0.0049504950495049506,7.213930348258707
easyJet,BELFAST INTERNATIONAL,KRAKOW,110,1,0.0,0.0,0.009009009009009009,16.554545454545455
Loganair Ltd,ABERDEEN,BRISTOL,239,9,0.0,0.0,0.036290322580645164,7.669456066945607
easyJet,BRISTOL,MILAN (MALPENSA),166,0,0.0,0.0,0.0,14.463855421686747
Royal Jordanian,HEATHROW,AMMAN,373,3,0.0,0.0,0.007978723404255319,2.7238605898123325
Ryanair,BIRMINGHAM,FARO,368,0,0.0,0.0,0.0,8.429347826086957
Ryanair,BELFAST INTERNATIONAL,GDANSK,114,0,0.0,0.0,0.0,6.473684210526316
Ryanair,CARDIFF WALES,MALAGA,108,0,0.0,0.0,0.0,13.777777777777779
Ryanair,BRISTOL,WROCLAW,168,0,0.0,0.0,0.0,20.666666666666668
British Airways,GLASGOW,GATWICK,348,2,0.0,0.0,0.005714285714285714,4.258620689655173
Royal Jordanian,STANSTED,AMMAN,192,1,0.0,0.0,0.0051813471502590676,3.9895833333333335
Jet2.com,BIRMINGHAM,FARO,316,1,0.0,0.0,0.0031545741324921135,10.379746835443038
easyJet,BRISTOL,BORDEAUX,188,0,0.0,0.0,0.0,17.127659574468087
easyJet,BELFAST CITY (GEORGE BEST),LUTON,286,0,0.0,0.0,0.0,6.080419580419581
Ryanair,EDINBURGH,WROCLAW,194,0,0.0,0.0,0.0,14.721649484536082
easyJet,LUTON,MARRAKESH,226,1,0.0,0.0,0.004405286343612335,8.057522123893806
Ryanair,BOURNEMOUTH,MURCIA INTERNATIONAL,101,0,0.0,0.0,0.0,18.03960396039604
Ryanair,EDINBURGH,GDANSK,239,0,0.0,0.0,0.0,19.334728033472803
Jet2.com,BRISTOL,LAS PALMAS,177,0,0.0,0.0,0.0,21.51412429378531
TUI Airways,GATWICK,KOS,135,0,0.0,0.0,0.0,20.8
Aegean Airlines,HEATHROW,ATHENS,1309,8,0.0,0.0,0.006074411541381929,7.984721161191749
Ryanair,EXETER,ALICANTE,153,0,0.0,0.0,0.0,4.862745098039215
TUI Airways,MANCHESTER,MAHON,143,0,0.0,0.0,0.0,24.272727272727273
easyJet,EDINBURGH,ARRECIFE,147,3,0.0,0.0,0.02,18.06122448979592
Ryanair,BIRMINGHAM,ARRECIFE,128,0,0.0,0.0,0.0,13.359375
TUI Airways,CARDIFF WALES,TENERIFE (SURREINA SOFIA),156,0,0.0,0.0,0.0,15.16025641025641
Norwegian Air Shuttle,EDINBURGH,OSLO (GARDERMOEN),309,1,0.0,0.0,0.0032258064516129032,7.993527508090615
Virgin Atlantic Airways Ltd,HEATHROW,BRIDGETOWN,170,3,0.0,0.0,0.017341040462427744,6.711764705882353
Emirates,BIRMINGHAM,DUBAI,731,3,0.0,0.0,0.004087193460490463,6.7250341997264025
easyJet,GATWICK,COPENHAGEN,435,1,0.0,0.0,0.0022935779816513763,10.025287356321838
easyJet,BRISTOL,SHARM EL SHEIKH (OPHIRA),103,2,0.0,0.0,0.01904761904761905,20.310679611650485
British Airways,GATWICK,PAPHOS,220,5,0.0,0.0,0.022222222222222223,18.795454545454547
Ryanair,NEWCASTLE,MALAGA,245,0,0.0,0.0,0.0,12.228571428571428
Ajet Hava Tasimaciligi Anonim Sirketi,STANSTED,ISTANBUL (SABIHA GOKCEN),882,2,0.0,0.0,0.0022624434389140274,9.77437641723356
easyJet,BRISTOL,FUNCHAL,156,3,0.0,0.0,0.018867924528301886,14.929487179487179
Jet2.com,MANCHESTER,KOS,187,0,0.0,0.0,0.0,34.668449197860966
Vueling,HEATHROW,BARCELONA,725,5,0.0,0.0,0.00684931506849315,9.827586206896552
Italia Traspoto Aereo,LONDON CITY,ROME (FIUMICINO),602,1,0.0,0.0,0.001658374792703151,5.0514950166112955
easyJet,BELFAST INTERNATIONAL,GENEVA,126,2,0.0,0.0,0.015625,19.095238095238095
Air China,HEATHROW,CHENGDU TIANFU,146,0,0.0,0.0,0.0,5.787671232876712
Ryanair,LEEDS BRADFORD,WROCLAW,148,2,0.0,0.0,0.013333333333333334,6.986486486486487
Ryanair,EDINBURGH,VIENNA,204,0,0.0,0.0,0.0,17.627450980392158
TUI Airways,BIRMINGHAM,ILHA DO SAL C.VERDE,104,0,0.0,0.0,0.0,16.28846153846154
Norwegian Air Sweden Ab,MANCHESTER,COPENHAGEN,140,0,0.0,0.0,0.0,15.0
Sunexpress,STANSTED,DALAMAN,112,1,0.0,0.0,0.008849557522123894,3.3839285714285716
El Al,HEATHROW,TEL AVIV,573,14,0.0,0.0,0.02385008517887564,6.108202443280978
China Eastern Airlines,HEATHROW,SHANGHAI (PU DONG),371,2,0.0,0.0,0.005361930294906166,12.471698113207546
Aegean Airlines,EDINBURGH,ATHENS,148,1,0.0,0.0,0.006711409395973154,8.391891891891891
easyJet,LUTON,PALERMO,101,0,0.0,0.0,0.0,22.019801980198018
Ryanair,NEWCASTLE,TENERIFE (SURREINA SOFIA),127,0,0.0,0.0,0.0,19.20472440944882
Ryanair,TEESSIDE INTERNATIONAL AIRPORT,ALICANTE,144,0,0.0,0.0,0.0,8.881944444444445
British Airways,HEATHROW,BRINDISI,110,1,0.0,0.0,0.009009009009009009,12.063636363636364
Ryanair,EDINBURGH,MALTA,230,0,0.0,0.0,0.0,24.969565217391306
Wizz Air,GATWICK,KRAKOW,449,2,0.0,0.0,0.004434589800443459,11.055679287305123
Azerbaijan Airlines (Azal),HEATHROW,BAKU (HEYDER ALIYEV INT'L),158,0,0.0,0.0,0.0,5.506329113924051
Sunexpress,LEEDS BRADFORD,ANTALYA,128,0,0.0,0.0,0.0,4.6796875
Ryanair,BOURNEMOUTH,TENERIFE (SURREINA SOFIA),119,0,0.0,0.0,0.0,5.647058823529412
Ryanair,EDINBURGH,LAS PALMAS,155,2,0.0,0.0,0.012738853503184714,19.561290322580646
Ryanair,EDINBURGH,NIEDERRHEIN,292,5,0.0,0.0,0.016835016835016835,9.883561643835616
Ryanair,LIVERPOOL (JOHN LENNON),MADRID,116,0,0.0,0.0,0.0,21.879310344827587
Wizz Air,LUTON,SIBIU,341,1,0.0,0.0,0.0029239766081871343,9.178885630498534
easyJet,BELFAST INTERNATIONAL,PRAGUE,127,0,0.0,0.0,0.0,6.566929133858268
Loganair Ltd,ISLE OF MAN,LONDON CITY,386,19,0.0,0.0,0.04691358024691358,5.520725388601036
TUI Airways,MANCHESTER,REUS,120,0,0.0,0.0,0.0,23.4
Middle East Airlines (Air Liban S A L),HEATHROW,BEIRUT,553,4,0.0,0.0,0.00718132854578097,9.907775768535263
TUI Airways,BRISTOL,PAPHOS,115,0,0.0,0.0,0.0,15.652173913043478
easyJet,BRISTOL,ANTALYA,125,1,0.0,0.0,0.007936507936507936,23.912
Scandinavian Airlines Ireland Ltd,HEATHROW,COPENHAGEN,456,0,0.0,0.0,0.0,7.508771929824562
Ryanair,BOURNEMOUTH,GIRONA,163,0,0.0,0.0,0.0,14.889570552147239
Ryanair,EDINBURGH,ROME (CIAMPINO),389,1,0.0,0.0,0.002564102564102564,12.724935732647815
British Airways,HEATHROW,FARO,508,2,0.0,0.0,0.00392156862745098,8.470472440944881
Wizz Air,LEEDS BRADFORD,WARSAW (CHOPIN),154,0,0.0,0.0,0.0,4.058441558441558
easyJet,NEWCASTLE,BRISTOL,579,7,0.0,0.0,0.011945392491467578,11.744386873920552
Ryanair,STANSTED,PESCARA,335,2,0.0,0.0,0.005934718100890208,10.719402985074627
Loganair Ltd,GLASGOW,CITY OF DERRY (EGLINTON),202,4,0.0,0.0,0.019417475728155338,9.717821782178218
Hisky Europe,STANSTED,ORADEA,105,1,0.0,0.0,0.009433962264150943,12.352380952380953
Ryanair,EAST MIDLANDS INTERNATIONAL,RIGA,133,0,0.0,0.0,0.0,16.360902255639097
Ryanair,LIVERPOOL (JOHN LENNON),BUDAPEST,105,0,0.0,0.0,0.0,4.523809523809524
Lufthansa City Airlines Gmbh,BIRMINGHAM,MUNICH,388,7,0.0,0.0,0.017721518987341773,7.365979381443299
Air Baltic,GATWICK,TALLIN,156,0,0.0,0.0,0.0,15.512820512820513
Swiss Airlines,MANCHESTER,ZURICH,777,8,0.0,0.0,0.01019108280254777,15.799227799227799
Loganair Ltd,JERSEY,GUERNSEY,107,7,0.0,0.0,0.06140350877192982,12.495327102803738
Ryanair,BRISTOL,LAS PALMAS,134,2,0.0,0.0,0.014705882352941176,16.723880597014926
China Southern,HEATHROW,WUHAN TIANHE INTERNATIONAL,105,0,0.0,0.0,0.0,5.476190476190476
Bulgaria Air,HEATHROW,SOFIA,215,1,0.0,0.0,0.004629629629629629,11.330232558139535
Jet2.com,LIVERPOOL (JOHN LENNON),IBIZA,100,0,0.0,0.0,0.0,7.59
TUI Airways,MANCHESTER,FUERTEVENTURA,125,0,0.0,0.0,0.0,15.944
easyJet,GLASGOW,HURGHADA,104,0,0.0,0.0,0.0,18.259615384615383
Air Malta,GATWICK,MALTA,248,0,0.0,0.0,0.0,3.282258064516129
Klm,EXETER,AMSTERDAM,263,11,0.0,0.0,0.040145985401459854,6.376425855513308
Ryanair,GLASGOW,ALICANTE,115,3,0.0,0.0,0.025423728813559324,10.339130434782609
easyJet,EDINBURGH,BALE MULHOUSE,251,3,0.0,0.0,0.011811023622047244,6.669322709163347
Eurowings Luftverkehrs,NEWCASTLE,DUSSELDORF,113,0,0.0,0.0,0.0,9.504424778761061
Transavia,STANSTED,ROTTERDAM,163,1,0.0,0.0,0.006097560975609756,5.588957055214724
easyJet,LIVERPOOL (JOHN LENNON),HURGHADA,106,1,0.0,0.0,0.009345794392523364,18.69811320754717
Ryanair,STANSTED,POZNAN,596,1,0.0,0.0,0.0016750418760469012,9.979865771812081
Ryanair,BOURNEMOUTH,EDINBURGH,155,0,0.0,0.0,0.0,20.2
Iberia Express,GATWICK,MADRID,632,4,0.0,0.0,0.006289308176100629,3.348101265822785
Ryanair,STANSTED,LINZ,104,0,0.0,0.0,0.0,14.403846153846153
West Jet Airlines,EDINBURGH,TORONTO,187,0,0.0,0.0,0.0,14.695187165775401
